Papa Roach,Time Is Running Out,???,Rock Band TP2
Garbage,Why Do You Love Me,???,Rock Band TP2
Judas Priest,You've Got Another Thing Comin',???,Rock Band TP2
Smashing Pumpkins,Zero,???,Rock Band TP2
The Main Drag,A Jagged Gorgeous Winter,???,Rock Band 2
Motörhead,Ace of Spades '08,???,Rock Band 2
The Grateful Dead,Alabama Getaway,???,Rock Band 2
The Replacements,Alex Chilton,???,Rock Band 2
Pearl Jam,Alive,???,Rock Band 2
Avenged Sevenfold,Almost Easy,???,Rock Band 2
The Guess Who,American Woman,???,Rock Band 2
Journey,Any Way You Want It,???,Rock Band 2
Jethro Tull,Aqualung,???,Rock Band 2
Joan Jett,Bad Reputation,???,Rock Band 2
Metallica,Battery,???,Rock Band 2
Steely Dan,Bodhisattva,???,Rock Band 2
Kansas,Carry On Wayward Son,???,Rock Band 2
System of a Down,Chop Suey,???,Rock Band 2
Mastodon,Colony of Birchmen,???,Rock Band 2
The Offspring,Come Out and Play (Keep 'Em Separated),???,Rock Band 2
Speck,Conventional Lovera,???,Rock Band 2
Squeeze,Cool for Cats,???,Rock Band 2
Lush,De-Luxe,???,Rock Band 2
Disturbed,Down with the Sickness,???,Rock Band 2
Nirvana,Drain You,???,Rock Band 2
Beck,E-Pro,???,Rock Band 2
Foo Fighters,Everlong,???,Rock Band 2
Survivor,Eye of the Tiger,???,Rock Band 2
Dinosaur Jr.,Feel the Pain,???,Rock Band 2
Modest Mouse,Float On,???,Rock Band 2
Anarchy Club,Get Cleana,???,Rock Band 2
AFI,Girl's Not Grey,???,Rock Band 2
Rise Against,Give It All,???,Rock Band 2
Red Hot Chili Peppers,Give It Away,???,Rock Band 2
Fleetwood Mac,Go Your Own Way,???,Rock Band 2
Cheap Trick,Hello There,???,Rock Band 2
Duran Duran,Hungry Like the Wolf,???,Rock Band 2
Social Distortion,I Was Wrong,???,Rock Band 2
The Muffs,Kids in America,???,Rock Band 2
Silversun Pickups,Lazy Eye,???,Rock Band 2
AC/DC,Let There Be Rock,???,Rock Band 2
Bon Jovi,Livin' on a Prayer,???,Rock Band 2
POTUS,Lump,???,Rock Band 2
Alice in Chains,Man in the Box,???,Rock Band 2
Tenacious D,Master Exploder,???,Rock Band 2
Jane's Addiction,Mountain Song,???,Rock Band 2
Lit,My Own Worst Enemy,???,Rock Band 2
The Donnas,New Kid in School,???,Rock Band 2
Bang Camaro,Night Liesa,???,Rock Band 2
Panic! at the Disco,Nine in the Afternoon,???,Rock Band 2
Linkin Park,One Step Closer,???,Rock Band 2
Blondie,One Way or Another,???,Rock Band 2
Lacuna Coil,Our Truth,???,Rock Band 2
Judas Priest,Painkiller,???,Rock Band 2
Dream Theater,Panic Attack,???,Rock Band 2
Interpol,PDA,???,Rock Band 2
Megadeth,Peace Sells,???,Rock Band 2
The Who,Pinball Wizard,???,Rock Band 2
L7,Pretend We're Dead,???,Rock Band 2
Talking Heads,Psycho Killer,???,Rock Band 2
Elvis Costello,Pump It Up,???,Rock Band 2
The Allman Brothers Band,Ramblin' Man,???,Rock Band 2
Bikini Kill,Rebel Girl,???,Rock Band 2
That Handsome Devil,Rob the Prez-O-Denta,???,Rock Band 2
Steve Miller Band,Rock'n Me,???,Rock Band 2
Ratt,Round and Round,???,Rock Band 2
Guns N' Roses,Shackler's Revenge,???,Rock Band 2
Bad Company,Shooting Star,???,Rock Band 2
Breaking Wheel,Shoulder to the Plowa,???,Rock Band 2
Beastie Boys,So What'cha Want,???,Rock Band 2
Testament,Souls of Black,???,Rock Band 2
Norman Greenbaum,Spirit in the Sky,???,Rock Band 2
Soundgarden,Spoonman,???,Rock Band 2
The Sterns,Supreme Girla,???,Rock Band 2
Bob Dylan,Tangled Up in Blue,???,Rock Band 2
Sonic Youth,Teen Age Riot,???,Rock Band 2
Rage Against the Machine,Testify,???,Rock Band 2
Paramore,That's What You Get,???,Rock Band 2
Jimmy Eat World,The Middle,???,Rock Band 2
Rush,The Trees (Vault Edition),???,Rock Band 2
Smashing Pumpkins,Today,???,Rock Band 2
Devo,Uncontrollable Urge,???,Rock Band 2
Abnormality,Visionsa,???,Rock Band 2
Go-Go's,We Got the Beat,???,Rock Band 2
Libyans,Welcome to the Neighborhooda,???,Rock Band 2
The Mighty Mighty Bosstones,Where'd You Go?,???,Rock Band 2
Billy Idol,White Wedding (Part 1),???,Rock Band 2
Alanis Morissette,You Oughta Know,???,Rock Band 2
Shaimus,All of This,Bonus,Guitar Hero 1
Anarchy Club,Behind the Mask,Bonus,Guitar Hero 1
Artillery[Note 1],The Breaking Wheel,Bonus,Guitar Hero 1
The Acro-Brats,Callout,Bonus,Guitar Hero 1
The Bags,Caveman Rejoice,Bonus,Guitar Hero 1
Graveyard BBQ,Cheat on the Church,Bonus,Guitar Hero 1
Drist,Decontrol,Bonus,Guitar Hero 1
The Upper Crust,"Eureka, I've Found Love",Bonus,Guitar Hero 1
The Slip,Even Rats,Bonus,Guitar Hero 1
Made in Mexico,Farewell Myth,Bonus,Guitar Hero 1
Black Label Society,Fire it Up,Bonus,Guitar Hero 1
Din,Fly on the Wall,Bonus,Guitar Hero 1
Freezepop,Get Ready 2 Rokk,Bonus,Guitar Hero 1
Monkey Steals the Peach,Guitar Hero,Bonus,Guitar Hero 1
Honest Bob and the Factory-to-Dealer Incentives,Hey,Bonus,Guitar Hero 1
Count Zero,Sail Your Ship By,Bonus,Guitar Hero 1
 The Model Sons,Story of My Love,Bonus,Guitar Hero 1
Drist,Arterial Black,Bonus,Guitar Hero 2
Anarchy Club,Collide,Bonus,Guitar Hero 2
Ounce of Self,Drink Up,Bonus,Guitar Hero 2
That Handsome Devil,Elephant Bones,Bonus,Guitar Hero 2
Valient Thorr,Fall of Pangea,Bonus,Guitar Hero 2
VAGIANT,FTK,Bonus,Guitar Hero 2
Brian Kahanek,Gemini,Bonus,Guitar Hero 2
Buckethead,Jordan,Bonus,Guitar Hero 2
Noble Rot,Kicked to the Curb,Bonus,Guitar Hero 2
The Acro-Brats,Laughtrack,Bonus,Guitar Hero 2
Freezepop,Less Talk More Rokk,Bonus,Guitar Hero 2
The Amazing Crowns,Mr. Fix It,Bonus,Guitar Hero 2
The Breaking Wheel,One for the Road,Bonus,Guitar Hero 2
The Neighborhoods,Parasite,Bonus,Guitar Hero 2
Bang Camaro,Push Push (Lady Lightning),Bonus,Guitar Hero 2
Count Zero,Radium Eyes,Bonus,Guitar Hero 2
The Last Vegas,Raw Dog,Bonus,Guitar Hero 2
Megasus,Red Lottery,Bonus,Guitar Hero 2
All That Remains,Six,Bonus,Guitar Hero 2
Honest Bob and the Factory-to-Dealer Incentives,Soy Bomb,Bonus,Guitar Hero 2
Shadows Fall,The Light That Blinds,Bonus,Guitar Hero 2
Every Time I Die,The New Black,Bonus,Guitar Hero 2
Dethklok,Thunderhorse,Bonus,Guitar Hero 2
Strong Bad,Trogdor,Bonus,Guitar Hero 2
Voivod,X-Stream,Bonus,Guitar Hero 2
Made in Mexico,Yes We Can,Bonus,Guitar Hero 2
